ts 	 trial # 	 led 	 alpha 	 gamma 	 theta 	 target_pos 	 center_pos 	 pointer_pt
153.8061938061938	2	False	18.73128766711445	1.678927620086395	15.831104444076974	[994.39727539  45.85826461]	[316.17781576 275.71042887]	[409.63578288 272.9724528 ]
153.86613386613385	2	False	18.697631626227228	1.188420779611325	15.757502950375066	[994.63328586  46.69262452]	[316.66121419 276.01727295]	[410.18778483 274.07806396]
153.9260739260739	2	False	18.75978621906281	0.5661383326228964	15.773429940219934	[994.58230527  46.51204757]	[317.22570801 276.44726562]	[410.98612467 275.52126058]
153.98601398601397	2	False	18.812738718257425	0.10039950189358224	15.802891044577171	[994.48787113  46.17806099]	[317.72739665 276.60831706]	[411.84305827 276.77315267]
154.04595404595403	2	False	18.837043516281756	0.7075809756583374	15.810153493577575	[994.46456581  46.09573752]	[318.1473999 276.6950887]	[412.38842773 277.85839844]
154.1058941058941	2	False	18.867007284048697	1.3642736238088715	15.800190640394481	[994.49653411  46.20867218]	[318.61791992 277.05291748]	[413.02392578 279.30010986]
154.16583416583416	2	False	18.932705320319574	1.9035587732615276	15.826956705612753	[994.41060402  45.90527606]	[319.14174398 277.40578206]	[413.61999512 280.54423014]
154.22577422577422	2	False	19.088590638529393	2.5804647725409393	15.963919683111271	[993.96867885  44.35341675]	[319.56164551 277.60986328]	[414.13985189 281.87015788]
154.28571428571428	2	False	19.13368678483554	3.030038944874423	15.978792656693734	[993.92046641  44.18496219]	[319.95892334 277.88110352]	[414.72884115 282.89506022]
154.34565434565434	2	False	19.166840076501888	3.5902438831013335	15.968030728718855	[993.9553568  44.3068529]	[320.3912557  278.30165609]	[415.29032389 284.25295003]
154.4055944055944	2	False	19.318266472783936	4.091833436486276	16.087108366178757	[993.56803008  42.95853304]	[320.84098307 278.65588379]	[415.79496257 285.44521077]
154.46553446553446	2	False	19.42777154461996	4.537383108441194	16.158171537903115	[993.33554631  42.15426705]	[321.1063029  279.11993408]	[416.09606934 286.65431722]
154.52547452547452	2	False	19.531468302567678	4.845631406715968	16.212617206754963	[993.15675205  41.53826709]	[321.57887777 279.64099121]	[416.56075033 287.68892415]
154.58541458541458	2	False	19.60198849463555	5.146348193415	16.225030812023146	[993.11590504  41.39784298]	[322.12243652 280.22298177]	[417.05696615 288.76871745]
154.64535464535464	2	False	19.73656664639315	5.409772881483589	16.307183174411726	[992.84481563  40.46874966]	[322.48380534 280.84340413]	[417.47131348 289.83412679]
154.7052947052947	2	False	None	None	16.445006967169316	[992.38702832  38.91092242]	None	None
154.76523476523477	2	False	19.97369916015487	5.829052872236748	16.447741013361423	[992.37790917  38.88003056]	[323.23482259 281.9465332 ]	[418.47701009 291.66471354]
154.82517482517483	2	False	20.05150889502361	5.702508869485841	16.482470274237738	[992.2619448   38.48766408]	[323.74745687 282.35347493]	[418.44523112 291.80493164]
154.8851148851149	2	False	20.14061609649185	5.702788947130463	16.519006985403994	[992.13968849  38.07495322]	[324.10251872 282.94390869]	[419.16373698 292.43210856]
154.94505494505495	2	False	20.269882617775014	5.667083587837619	16.615246085618583	[991.81640131  36.98823095]	[324.57584635 283.27337646]	[419.45308431 292.68353271]
155.004995004995	2	False	20.378451163094763	5.538558654157543	16.716762353711573	[991.47340931  35.84250966]	[324.89322917 283.31935628]	[419.71569824 292.5094401 ]
155.06493506493504	2	False	20.402595696160436	5.414761695625636	16.726045269162718	[991.44194393  35.73777224]	[325.10312907 283.44439697]	[420.090861   292.44348145]
155.1248751248751	2	False	20.47335594821773	4.991378246436259	16.772549060392652	[991.28405919  35.21315538]	[325.45383708 283.66660563]	[420.15148926 291.93300374]
155.18481518481516	2	False	20.500959053014263	4.713151149942872	16.79981339011392	[991.19129625  34.90564168]	[325.74098714 283.58243815]	[420.73213704 291.41009521]
155.24475524475523	2	False	20.523354299578376	4.189906728595928	16.828903452464477	[991.09216018  34.57758429]	[325.93011475 283.44285075]	[420.7388916  290.38484701]
155.3046953046953	2	False	20.433101340067232	3.680293909232904	16.729578746981876	[991.42996238  35.697906  ]	[326.21476237 283.38983154]	[420.93855794 289.47953288]
155.36463536463535	2	False	20.489293677245307	2.922470210231692	16.78360822304655	[991.24644963  35.08841404]	[326.57263184 283.32090251]	[421.44042969 288.16153971]
155.4245754245754	2	False	20.453148378074932	2.11114376706071	16.76497688103894	[991.30979647  35.29856964]	[326.59806315 283.06774902]	[421.41381836 286.56117757]
155.48451548451547	2	False	20.394278154452586	1.242342839866613	16.715657172697632	[991.4771543   35.85497955]	[326.90289307 282.79589844]	[421.44873047 284.84521484]
155.54445554445553	2	False	20.386953284230497	0.22943777285250894	16.75251640792656	[991.35212413  35.43913129]	[326.77524821 282.28438314]	[421.42382812 282.66320801]
155.6043956043956	2	False	20.259317452972308	0.8012998304885622	16.671176909749487	[991.62767951  36.3569157 ]	[326.74845378 281.63124593]	[421.26416016 280.30999756]
155.66433566433565	2	False	20.11078322351859	1.7133154396976258	16.586796877362307	[991.91215816  37.30942   ]	[326.44431559 280.84381104]	[420.86450195 278.0209554 ]
155.7242757242757	2	False	20.062038499255546	2.937541199831232	16.60623405900822	[991.84675205  37.08997079]	[326.33321126 279.9995931 ]	[420.36238607 275.17696126]
155.78421578421577	2	False	19.865689718339855	3.992141361815612	16.48176070145316	[992.26431651  38.49568003]	[325.89162191 279.13557943]	[419.75272624 272.58843994]
155.84415584415584	2	False	19.728923311640756	5.186898004757231	16.417188338639455	[992.47973085  39.2252686 ]	[325.51098633 278.28318278]	[418.92167155 269.80800374]
155.9040959040959	2	False	19.650649709085148	6.2965278062011745	16.41280379362949	[992.49432794  39.27481738]	[324.91164144 277.52463786]	[418.1726888  267.23950195]
155.96403596403596	2	False	19.522372500704005	7.331751579677518	16.366038405285238	[992.64978404  39.8033722 ]	[324.22949219 276.66721598]	[416.96378581 264.7415568 ]
156.02397602397602	2	False	19.38127222803285	8.46301941620309	16.31631440481911	[992.8146018   40.36550501]	[323.52323405 275.68536377]	[415.76053874 261.96832275]
156.08391608391608	2	False	19.15224045122705	9.531145102969266	16.17929922422684	[993.26623456  41.91520759]	[322.76745605 274.6537679 ]	[414.65547689 259.23360189]
156.14385614385614	2	False	19.04885620788116	10.678172424804258	16.16779820722417	[993.30397587  42.04533826]	[322.02093506 273.7004598 ]	[413.31229655 256.49572754]
156.2037962037962	2	False	18.894279158212406	11.673710722388112	16.109017264251545	[993.4964613   42.71054571]	[321.20216878 272.68778483]	[412.08215332 253.92071533]
156.26373626373626	2	False	18.73933837005741	12.805153174258068	16.053550879982165	[993.67746689  43.33842401]	[320.42462158 271.61279297]	[410.62023926 251.12306722]
156.32367632367632	2	False	18.646774202139806	13.715664532671882	16.06483653999179	[993.64068722  43.21065638]	[319.63399251 270.52783203]	[409.24829102 248.66778564]
156.38361638361638	2	False	18.530292016510966	14.49963269873129	16.044957381326952	[993.705456   43.4357179]	[318.82519531 269.52124023]	[408.13081868 246.43806966]
156.44355644355645	2	False	18.408006017080655	15.349671704003589	16.03702581175226	[993.73127625  43.52552128]	[317.98740641 268.29821777]	[406.69458008 243.96095785]
156.5034965034965	2	False	18.17233273560843	16.154384053307606	15.891200034783692	[994.20377823  45.17723535]	[317.2210083  267.27508545]	[405.51782227 241.712382  ]
156.56343656343657	2	False	18.025437525259928	17.03657388374736	15.859489468154349	[994.30596966  45.53656793]	[316.29874674 266.04772949]	[403.9432373 239.2053833]
156.6233766233766	2	False	17.896151265783757	17.821241617998382	15.837034444060615	[994.37821361  45.79105426]	[315.43540446 264.91453044]	[402.6011556  236.90818278]
156.68331668331666	2	False	17.811838467514608	18.51612629166197	15.851485357180923	[994.33173251  45.62727654]	[314.67500814 263.87792969]	[401.33622233 234.87015788]
156.74325674325672	2	False	17.71549387029183	19.39142004502843	15.867081743880407	[994.28152067  45.45052988]	[313.77762858 262.71225993]	[399.90234375 232.4140625 ]
156.80319680319678	2	False	17.720688388831675	20.04930885369483	15.972901743431793	[993.93956771  44.25168247]	[313.08805339 261.69238281]	[398.74235026 230.45048014]
156.86313686313684	2	False	17.655510161076872	20.916663093724633	16.000434244746014	[993.85023463  43.93986718]	[312.40681966 260.7160848 ]	[397.37247721 228.26055908]
156.9230769230769	2	False	17.5846997495528	21.68629807822072	16.011936961553925	[993.81286807  43.80960758]	[311.74916585 259.85573324]	[396.2681071  226.26375326]
156.98301698301697	2	False	17.528534424307054	22.48821123026935	16.041885687265953	[993.715457    43.47049603]	[311.1759847  258.93172201]	[395.21968587 224.15952555]
157.04295704295703	2	False	17.442808409073127	23.394205214287854	16.03867110517027	[993.72592122  43.50689253]	[310.5555013  258.04437256]	[393.96561686 221.98010254]
157.1028971028971	2	False	17.489576160108648	24.3697578816883	16.160663429847794	[993.32737597  42.12607   ]	[310.10109456 257.29361979]	[392.76737467 219.86861165]
157.16283716283715	2	False	17.44589538749514	25.30753165683255	16.195725589843395	[993.2122851   41.72936118]	[309.58970133 256.44927979]	[391.55493164 217.71376546]
157.2227772227772	2	False	17.417415122210425	26.267900378643105	16.232297843225098	[993.09197874  41.31564161]	[309.19134521 255.74965413]	[390.4662679  215.66121419]
157.28271728271727	2	False	17.396752242405526	27.155132817619737	16.267546614658315	[992.97577614  40.91696655]	[308.93792725 255.12322998]	[389.59138997 213.77726237]
157.34265734265733	2	False	17.427760832456407	28.17477193978122	16.358013164973784	[992.67641794  39.89408834]	[308.73138428 254.4776001 ]	[388.46964518 211.79309082]
157.4025974025974	2	False	17.51696722129205	29.240191871253007	16.488742908968486	[992.24097451  38.4168042 ]	[308.49102783 254.10843913]	[387.44205729 209.9383138 ]
157.46253746253745	2	False	17.489347856710637	30.32060872334621	16.487490977488957	[992.24516051  38.43094667]	[308.4122111  253.78656006]	[386.40397135 208.20229085]
157.52247752247752	2	False	None	None	16.55697622852887	[992.01235992  37.64614349]	None	None
157.58241758241758	2	False	17.5289237140206	32.28600827988641	16.558927580040763	[992.00580845  37.62410797]	[308.38205973 253.43271891]	[384.79134115 205.1854248 ]
157.64235764235764	2	False	17.66535453590996	33.04342843518648	16.706762214501826	[991.50728681  35.95534508]	[308.47259521 253.36694336]	[384.26831055 204.09444173]
157.7022977022977	2	False	17.683055739642374	33.49708660545352	16.720395177887433	[991.4610975   35.80152057]	[308.62257894 253.38291423]	[383.93546549 203.57200114]
157.76223776223776	2	False	17.840464990584486	34.00600349123253	16.872486922792465	[990.94332031  34.08617469]	[308.92498779 253.47094727]	[383.87068685 202.94081624]
157.82217782217782	2	False	17.793005106511558	34.343029763671176	16.819013518620427	[991.12588279  34.68911041]	[309.02453613 253.4776001 ]	[383.59977214 202.5569458 ]
157.88211788211788	2	False	17.79199184226942	34.48993942688111	16.806843158564448	[991.16735475  34.82636025]	[309.17045085 253.5680542 ]	[383.62097168 202.4523112 ]
157.94205794205794	2	False	17.787745416362466	34.57315217220029	16.791767273818756	[991.21868722  34.99638904]	[309.39015706 253.62837728]	[383.75354004 202.41347249]
158.001998001998	2	False	17.729417906517927	34.420848929495875	16.727000495581475	[991.43870513  35.72699489]	[309.52380371 253.62174479]	[383.96398926 202.64499919]
158.06193806193806	2	False	17.86956025587864	34.03144161294443	16.87851291282307	[990.92271182  34.01823974]	[309.65041097 253.54465739]	[384.51310221 203.02215576]
158.12187812187813	2	False	17.7480715472295	33.39662214735382	16.756009348356063	[991.34026185  35.39972789]	[309.67795817 253.45825195]	[385.05187988 203.79663086]
158.18181818181816	2	False	17.724212651476996	32.50084415656728	16.732440623521228	[991.42025635  35.66561761]	[309.74521891 253.415507  ]	[385.92606608 204.91217041]
158.24175824175822	2	False	17.61535616301544	31.48556015441141	16.618687187475775	[991.80480814  36.94938444]	[309.79842122 253.37874349]	[386.8844401  206.19661458]
158.30169830169828	2	False	17.584475455171283	30.259234474792102	16.574559232268562	[991.95329965  37.44759655]	[310.08024089 253.43039958]	[388.11055501 207.93560791]
158.36163836163834	2	False	17.577147582083985	28.865916765054624	16.549175284136812	[992.03854331  37.73423741]	[310.2814738  253.58441162]	[389.58618164 209.89379883]
158.4215784215784	2	False	17.69122452316526	27.432251894448125	16.63599359747893	[991.74646696  36.75402338]	[310.55725098 253.91680908]	[391.03592936 212.16792806]
158.48151848151846	2	False	17.73159507340031	26.12346327819585	16.640999184492856	[991.72958175  36.69752177]	[310.80592855 254.30403646]	[392.22538249 214.39904785]
158.54145854145852	2	False	17.58724661820823	24.9557896408702	16.436034969863115	[992.41694319  39.01229968]	[311.0861613  254.85957845]	[393.39237467 216.57895915]
158.60139860139859	2	False	17.578622529070923	23.938213113020005	16.38965163978135	[992.57134356  39.5364733 ]	[311.41518148 255.2156779 ]	[394.46695964 218.3669637 ]
158.66133866133865	2	False	17.39628164840367	22.897226111173246	16.150711800222933	[993.35999777  42.23867997]	[311.76289876 255.67447917]	[395.41015625 220.36523438]
158.7212787212787	2	False	17.451883168902352	21.85079814114652	16.177476733655134	[993.27221691  41.93582804]	[312.07088216 255.97342936]	[396.49296061 222.13909912]
158.78121878121877	2	False	17.411132009179273	20.96924149476019	16.096457355986168	[993.53750176  42.85270826]	[312.45926921 256.31978353]	[397.54040527 223.73069255]
158.84115884115883	2	False	17.390116109196658	20.076640820780046	16.03066071755179	[993.75198804  43.59759119]	[312.77616374 256.75842285]	[398.56453451 225.42126465]
158.9010989010989	2	False	17.44744983788848	19.394998889023675	16.054434361074264	[993.67458855  43.32842165]	[313.12428792 257.1036377 ]	[399.16556803 226.8287557 ]
158.96103896103895	2	False	17.41599459580865	18.727358109270313	15.97492185854363	[993.93301825  44.2288025 ]	[313.49212646 257.55950928]	[399.9510498  228.26472982]
159.020979020979	2	False	17.350596885575776	18.09979606325792	15.857940326809617	[994.31095687  45.55412369]	[313.94868978 258.00801595]	[400.8712972 229.6130778]
159.08091908091907	2	False	17.45752848505713	17.590792510338986	15.924751373104135	[994.09543817  44.79710545]	[314.3669637  258.44547526]	[401.49682617 230.83658854]
159.14085914085913	2	False	17.51262992423165	17.106711378858414	15.948964365074719	[994.01711413  44.52281658]	[314.71555583 258.75467936]	[402.13309733 231.86480713]
159.2007992007992	2	False	17.539301049591728	16.693845351419363	15.93609114632118	[994.05877077  44.66864246]	[315.15781657 259.12150065]	[402.84407552 232.83874512]
159.26073926073926	2	False	17.641526110454212	16.24570898267286	16.012231760880375	[993.81191007  43.80626929]	[315.44578044 259.42134603]	[403.51513672 233.77235921]
159.32067932067932	2	False	17.497476464134355	15.957028215086263	15.848372823972316	[994.34174741  45.66255108]	[315.65974935 259.50179036]	[403.8758138  234.29130046]
159.38061938061938	2	False	17.63133168196692	15.573540249755851	15.9732321403073	[993.93849658  44.24794036]	[315.94325765 259.61238607]	[404.35274251 234.98514811]
159.44055944055944	2	False	17.650357150300767	15.193165202812235	15.990330472782063	[993.88303514  44.05429098]	[316.20371501 259.56601969]	[404.82718913 235.5116984 ]
159.5004995004995	2	False	17.76184287510123	14.880543868057998	16.09615650222048	[993.53848444  42.85611366]	[316.36893717 259.65677897]	[405.08052572 236.09720866]
159.56043956043956	2	False	17.672057265496196	14.423342223268753	16.006173825584078	[993.83159288  43.87486981]	[316.65388997 259.50937907]	[405.65368652 236.63157145]
159.62037962037962	2	False	17.778384548521974	14.003615249751396	16.115291129595253	[993.47594929  42.63953673]	[316.85831706 259.47878011]	[406.1427002  237.22344971]
159.68031968031968	2	False	17.779409215422454	13.414757119695835	16.113460854918216	[993.48193406  42.66025195]	[317.11610921 259.43212891]	[406.80122884 238.05295817]
159.74025974025975	2	False	17.97176005870593	12.928162784356967	16.319146521118636	[992.80522743  40.33348393]	[317.39910889 259.29956055]	[407.39095052 238.6529541 ]
159.80019980019978	2	False	17.893566017553706	12.394195341651061	16.227824000113024	[993.10670986  41.36624735]	[317.62038167 259.34053548]	[407.85697428 239.52069092]
159.86013986013984	2	False	17.98870497009873	11.917220162253793	16.327973687980535	[992.77599912  40.23368328]	[317.85148112 259.26411947]	[408.37674967 240.16900635]
159.9200799200799	2	False	18.02529131989662	11.384387554555863	16.372186723261184	[992.62937062  39.73387503]	[318.08504232 259.11688232]	[408.85909017 240.84887695]
159.98001998001996	2	False	18.07749266280205	11.007629684861824	16.42719312853344	[992.44640856  39.11221085]	[318.21653239 259.07206217]	[409.18916829 241.38539632]
160.03996003996002	2	False	18.068377845286495	10.521396546309266	16.41681351185433	[992.48097887  39.22950439]	[318.41029867 259.01883952]	[409.69498698 242.07375081]
160.09990009990008	2	False	18.122935591750124	10.208281156362316	16.471960798281355	[992.29706206  38.60639129]	[318.58074951 258.98976644]	[410.00443522 242.53493245]
160.15984015984014	2	False	18.221250628938773	9.890215236877143	16.558897862271447	[992.00590823  37.62444356]	[318.63389079 259.1743571 ]	[410.16361491 243.22422282]
160.2197802197802	2	False	18.28491766680642	9.63929461281888	16.617070537509264	[991.81025497  36.96763468]	[318.60211182 259.29256185]	[410.20638021 243.74226888]
160.27972027972027	2	False	18.320168798312576	9.497944111760669	16.651348439625476	[991.69465525  36.58070708]	[318.52176921 259.3531901 ]	[410.05004883 244.04789225]
160.33966033966033	2	False	18.354514931386714	9.537564554874141	16.679436468551476	[991.59975788  36.26370213]	[318.49243164 259.46203613]	[410.02571615 244.090861  ]
160.3996003996004	2	False	18.406985854103027	9.738226318025665	16.731704743681906	[991.42275224  35.67391994]	[318.37758382 259.53564453]	[409.73042806 243.86578369]
160.45954045954045	2	False	18.355881954156022	10.166626176661655	16.681391954790247	[991.59314535  36.24163401]	[318.23213704 259.54191081]	[409.38948568 243.20338949]
160.5194805194805	2	False	18.347263157679198	10.43857418309864	16.683134458023083	[991.58725239  36.22196963]	[317.98307292 259.49047852]	[409.04911296 242.7220459 ]
160.57942057942057	2	False	18.367999587438778	10.959735064432294	16.710712518113457	[991.49390671  35.91077158]	[317.73345947 259.50160726]	[408.42191569 241.94881185]
160.63936063936063	2	False	18.386520522131445	11.698961523816616	16.733980123779066	[991.41503448  35.64824879]	[317.48958333 259.5355835 ]	[407.8351237 240.837382 ]
160.6993006993007	2	False	18.376007485569005	12.348493878034171	16.72708323682655	[991.43842457  35.72606136]	[317.09381104 259.6153361 ]	[407.19510905 239.90049235]
160.75924075924075	2	False	18.340151795948415	13.130350006036672	16.695127012337476	[991.54667863  36.08663699]	[316.92030843 259.60107422]	[406.57621257 238.69840495]
160.81918081918081	2	False	18.288152472354582	14.002651161363685	16.652754664898215	[991.68990791  36.56483515]	[316.68035889 259.5269165 ]	[405.74519857 237.3279012 ]
160.87912087912088	2	False	18.316145868899103	14.81367527414047	16.70429984497945	[991.51562556  35.98312985]	[316.3367513  259.36688232]	[404.84716797 235.9712321 ]
160.93906093906094	2	False	18.19806284950708	15.458252687980512	16.60737630053354	[991.84290609  37.07707537]	[316.03788249 259.12457275]	[404.268514  234.7382609]
160.999000999001	2	False	18.07309346667654	16.088370108138673	16.503684409775147	[992.19099175  38.24802426]	[315.74621582 258.87302653]	[403.59138997 233.55067952]
161.05894105894106	2	False	18.05892551367732	16.5028078244019	16.515135677607326	[992.15265483  38.11867899]	[315.48284912 258.63205973]	[403.10555013 232.6862793 ]
161.11888111888112	2	False	17.934435693105907	17.02616032519243	16.41570186065305	[992.48468008  39.24206683]	[315.29260254 258.29998779]	[402.52156576 231.60223389]
161.17882117882118	2	False	17.958680353366912	17.496608029773398	16.462188545239837	[992.32969635  38.71679576]	[315.17445882 258.07920329]	[402.2043457  230.65926107]
161.23876123876124	2	False	17.880888098987782	18.04210999502595	16.407542966296845	[992.51183736  39.33427031]	[315.04300944 257.7828776 ]	[401.7853597 229.543396 ]
161.2987012987013	2	False	17.70862787945801	18.50070491147459	16.258728721514807	[993.00486858  41.01669308]	[314.85986328 257.43581136]	[401.22664388 228.5524292 ]
161.35864135864134	2	False	17.717312109363515	19.054583399878545	16.2945822807388	[992.88648302  40.61123286]	[314.76861572 257.1348877 ]	[400.71687826 227.46512858]
161.4185814185814	2	False	17.518457444755438	19.57271128030681	16.108861912036296	[993.49696911  42.71230405]	[314.74521891 256.846639  ]	[400.35257975 226.42586263]
161.47852147852146	2	False	17.449836010256426	20.27603097723925	16.056470188539404	[993.66795535  43.30537313]	[314.71317546 256.61045329]	[399.97021484 225.13083903]
161.53846153846152	2	False	17.43079102081536	20.845683419325425	16.04852919431588	[993.69382434  43.39527803]	[314.73280843 256.45450846]	[399.70524089 224.11690267]
161.59840159840158	2	False	17.387684617030242	21.492922684340037	16.02057806335909	[993.78478026  43.71175854]	[314.79075114 256.22062174]	[399.28336589 222.96870931]
161.65834165834164	2	False	17.325486492153107	22.05876135435137	15.962480672221384	[993.97334125  44.36971597]	[314.82729085 256.11737061]	[398.92635091 222.05788167]
161.7182817182817	2	False	17.231306478684086	22.559715757284145	15.87099939779027	[994.2689004   45.40613507]	[315.03881836 255.95621745]	[398.85888672 221.15403239]
161.77822177822176	2	False	17.183515076065092	22.885715794907153	15.826924004419487	[994.41070909  45.90564671]	[315.21518962 255.82452393]	[398.8811849  220.52716064]
161.83816183816182	2	False	17.215645240229474	23.339173907377923	15.86212151480654	[994.29749511  45.50674039]	[315.40216064 255.7497762 ]	[398.78177897 219.79366048]
161.89810189810188	2	False	17.262526323695823	23.77463971782126	15.916708352568422	[994.12143004  44.88822547]	[315.45924886 255.66746012]	[398.58369954 219.07002767]
161.95804195804195	2	False	None	None	15.953406871154566	[994.00273095  44.47249472]	None	None
162.017982017982	2	False	17.237303157629434	24.310089624895085	15.89803644638336	[994.18172095  45.09977504]	[315.73014323 255.48632812]	[398.49609375 218.11995443]
162.07792207792207	2	False	17.204521929207548	24.467197837242974	15.872673120055556	[994.26350778  45.38716873]	[315.76593018 255.36275228]	[398.3807373  217.79170736]
162.13786213786213	2	False	17.278154496589377	24.494774964980607	15.960469931399812	[993.97985537  44.39249119]	[315.84958903 255.20924886]	[398.4119873  217.61409505]
162.1978021978022	2	False	17.30209635620222	24.502571436253533	15.991794839514428	[993.87828253  44.03770687]	[315.9171346 255.1124471]	[398.54329427 217.47469076]
162.25774225774225	2	False	17.427847667671422	24.407380042009425	16.12329441888128	[993.44977175  42.548957  ]	[315.98179118 255.10146077]	[398.67879232 217.59712728]
162.3176823176823	2	False	17.490024598303794	24.31309881966494	16.19192625785852	[993.22476806  41.7723451 ]	[316.07159424 255.03312174]	[398.84240723 217.6593221 ]
162.37762237762237	2	False	17.517726933819635	24.182473844701914	16.22050110901466	[993.13081357  41.44908247]	[316.20015462 254.99940999]	[399.0863444  217.80065918]
162.43756243756243	2	False	17.65090770955417	24.088191264700093	16.359146505493772	[992.67265742  39.881277  ]	[316.30889893 254.98179118]	[399.25142415 217.92152913]
162.4975024975025	2	False	17.69148857055783	23.80965287736732	16.39147684290865	[992.56527586  39.51584449]	[316.53493245 255.03741455]	[399.8145752  218.31091309]
162.55744255744256	2	False	17.76246014824974	23.60120492574305	16.455546188550258	[992.35186765  38.79184262]	[316.62491862 255.13867188]	[400.0300293 218.7185262]
162.61738261738262	2	False	17.79423201913234	23.3152821567549	16.47899747714278	[992.27355151  38.5268961 ]	[316.76529948 255.21655273]	[400.43636068 219.17610677]
162.67732267732268	2	False	17.815108012976417	23.08491423030735	16.480090405147553	[992.26989901  38.51454927]	[316.96183268 255.41125488]	[400.75667318 219.71602376]
162.73726273726274	2	False	17.942375045552513	22.79200958212384	16.60382530002626	[991.85486156  37.1171649 ]	[317.0388387  255.50972493]	[400.98563639 220.25543213]
162.7972027972028	2	False	17.957906329673175	22.334036462525745	16.607300455790178	[991.84316147  37.07793163]	[317.23592122 255.6048584 ]	[401.63928223 220.9494222 ]
162.85714285714286	2	False	18.080254335268023	21.954574947657647	16.720391438266	[991.46111018  35.80156276]	[317.48728434 255.71380615]	[402.22241211 221.57584635]
162.9170829170829	2	False	17.967690694865095	21.68369272221803	16.600874914373065	[991.864793    37.15047427]	[317.64668783 255.67850749]	[402.39046224 222.0016276 ]
162.97702297702295	2	False	18.011838399558464	21.293695922124595	16.633438553631063	[991.75508391  36.78286453]	[317.83260091 255.78875732]	[402.99353027 222.61517334]
163.03696303696302	2	False	18.120231490854486	20.975639842035434	16.74743034778963	[991.36939246  35.49650776]	[318.01690674 255.72570801]	[403.40795898 223.00697835]
163.09690309690308	2	False	18.14954682613561	20.66114282070374	16.76005288881045	[991.3265267   35.35411414]	[318.29744466 255.85860189]	[403.91861979 223.58927409]
163.15684315684314	2	False	18.127585372132604	20.393865667919716	16.726077506987906	[991.44183462  35.73740852]	[318.64229329 255.88130697]	[404.48937988 223.9831543 ]
163.2167832167832	2	False	18.13372572090532	20.22174667763476	16.719612870970092	[991.463749    35.81034726]	[318.89982096 255.95690918]	[404.96704102 224.27073161]
163.27672327672326	2	False	18.13416400901919	20.011815359897604	16.708703201660033	[991.50071286  35.93344371]	[319.12139893 256.02526855]	[405.45776367 224.59855143]
163.33666333666332	2	False	18.116200915717304	19.89535849286645	16.676836281025437	[991.60854932  36.29304621]	[319.33984375 256.11545817]	[405.8182373  224.83585612]
163.39660339660338	2	False	18.089409754200283	19.933972999055445	16.653103170498934	[991.68873132  36.56090161]	[319.63913981 255.96405029]	[406.06030273 224.63930257]
163.45654345654344	2	False	18.08919645911945	19.960057510265443	16.643054062545584	[991.72264866  36.67432734]	[319.84743245 256.01778158]	[406.34716797 224.62001546]
163.5164835164835	2	False	18.13302511027764	20.139092976745943	16.685275618317622	[991.58001039  36.19780661]	[320.0512085  255.99645996]	[406.40694173 224.3453776 ]
163.57642357642357	2	False	18.081437424510316	20.31867786544432	16.626527977147358	[991.77838357  36.86087257]	[320.21085612 256.0032959 ]	[406.4642334 224.0828654]
163.63636363636363	2	False	17.962726925902093	20.55093801317915	16.504620770955672	[992.18785794  38.23744751]	[320.38541667 255.91823324]	[406.41052246 223.68540446]
163.6963036963037	2	False	17.882418717316884	20.894854667262493	16.4269099175045	[992.4473521   39.11541115]	[320.66904704 255.74892171]	[406.61409505 222.95674642]
163.75624375624375	2	False	17.797253806459278	21.19985022346698	16.342107468204585	[992.72916767  40.07389502]	[321.07348633 255.56677246]	[406.84989421 222.31506348]
163.8161838161838	2	False	17.744142681692647	21.580741659060028	16.301077904170906	[992.86500785  40.53778318]	[321.66900635 255.19750977]	[407.30362956 221.3445638 ]
163.87612387612387	2	False	17.712022649234747	21.9155168542761	16.27457822246781	[992.9525661   40.83744533]	[322.54925537 254.82967122]	[408.17777507 220.39957682]
163.93606393606393	2	False	17.704926200169716	22.30565202514832	16.280780296414203	[992.9320861   40.76730777]	[323.44348145 254.37624105]	[408.9621582  219.31233724]
163.996003996004	2	False	17.547747202917762	22.663772968889127	16.132862639538622	[993.41845895  42.44067048]	[324.36635335 253.89086914]	[409.91133626 218.19030762]
164.05594405594405	2	False	17.57659064426013	23.020339819564963	16.182019691099846	[993.25730335  41.88442741]	[325.30629476 253.35634359]	[410.75626628 217.06972249]
164.1158841158841	2	False	17.44312019121467	23.278001440272003	16.067266260538382	[993.63276553  43.18314989]	[326.16027832 252.79496257]	[411.55672201 216.07714844]
164.17582417582418	2	False	17.485282144500616	23.37586076032013	16.122554038074753	[993.45219395  42.55733634]	[326.95432536 252.40175374]	[412.38871257 215.49468994]
164.23576423576424	2	False	17.498322815464775	23.447986619686343	16.15043379692524	[993.36090879  42.24182587]	[327.67315674 251.99763997]	[413.21610514 214.91589355]
164.2957042957043	2	False	17.33506962284228	23.507319296151913	16.007585600434382	[993.82700653  43.85888258]	[328.32967122 251.47314453]	[413.8207194  214.30873617]
164.35564435564436	2	False	17.292098719056806	23.570373113392343	15.987892301029126	[993.89094731  44.08190379]	[328.85040283 251.00675456]	[414.39538574 213.70697021]
164.41558441558442	2	False	17.175789374675336	23.61630805133047	15.907980038051948	[994.14962203  44.98711337]	[329.45847575 250.32499186]	[415.08585612 212.90759277]
